PassengerId,Survived_pred,Probability_sur
1092,1,0.85058509816325
1093,1,0.9644674845528186
1094,0,0.09498894429806769
1095,1,0.9753159370824619
1096,0,0.09757703720290517
1097,0,0.23502191344666934
1098,1,0.8494379899528036
1099,0,0.09757703720290517
1100,1,0.9528713369473011
1101,0,0.04958838414828088
1102,0,0.19006446230227708
1103,0,0.03776457891232627
1104,0,0.1713961049172874
1105,1,0.7923379412201302
1106,0,0.20289260462011424
1107,0,0.23695276063692589
1108,1,0.8038208673329512
1109,0,0.040434790160378216
1110,1,0.9551689167149583
1111,0,0.07397553037083476
1112,1,0.9160962228857575
1113,0,0.05817785973987179
1114,1,0.8220331385876521
1115,0,0.08364592884692655
1116,1,0.7911299268544075
1117,1,0.56774582719891
1118,0,0.09266604948023041
1119,1,0.8038208673329512
1120,0,0.07039008960861004
1121,0,0.18453445125596454
1122,0,0.2072510142615536
1123,1,0.9484169028646434
1124,0,0.028549125944404747
1125,0,0.07887938527988334
1126,0,0.4137994495149964
1127,0,0.11462224541415417
1128,0,0.10029061529442786
1129,0,0.3545792972057792
1130,1,0.8336880750604655
1131,1,0.994836356735616
1132,1,0.7911299268544075
1133,1,0.9042176509751654
1134,0,0.3226189363206287
1135,0,0.056877576029988434
1136,0,0.04980030622261109
1137,0,0.1838778157618556
1138,0,0.47834743721339357
1139,0,0.21875560228361374
1140,1,0.9124357605077689
1141,0,0.19403922324647757
1142,1,0.9977571424851088
1143,0,0.1788979217103662
1144,0,0.3407394436553561
1145,0,0.06650934190557571
1146,0,0.13775427563067574
1147,0,0.054711734486346884
1148,0,0.07887938527988334
1149,0,0.07397553037083476
1150,1,0.8404860409401077
1151,0,0.08364592884692655
1152,0,0.09341062711483478
1153,0,0.08364592884692655
1154,1,0.8990343873920976
1155,1,0.9404917507794447
1156,0,0.19736294162100515
1157,0,0.056877576029988434
1158,0,0.05181136808210809
1159,0,0.054711734486346884
1160,0,0.3325100891305402
1161,0,0.07704069136879792
1162,0,0.3582070875053022
1163,0,0.07887938527988334
1164,1,0.97675207466304
1165,1,0.8232092717184573
1166,0,0.09201192010164118
1167,1,0.8531702699256548
1168,0,0.11109570778555138
1169,0,0.11626732647526657
1170,0,0.013906567320347377
1171,0,0.09757703720290517
1172,0,0.2908376963313901
1173,1,0.9924861595208002
1174,1,0.8038208673329512
1175,1,0.9651024667892114
1176,1,0.756809024366403
1177,0,0.05945781087258177
1178,0,0.054711734486346884
1179,0,0.15410701109764188
1180,0,0.09201192010164118
1181,0,0.07397553037083476
1182,0,0.16794180890402477
1183,1,0.7514952033107865
1184,0,0.09201192010164118
1185,0,0.19676130055396474
1186,0,0.1280578402215602
1187,0,0.06390191217622136
1188,1,0.9901262944620586
1189,0,0.10194030521806104
1190,0,0.18535450332754763
1191,0,0.15006218735682708
1192,0,0.1863371113586859
1193,0,0.0913044246909607
1194,0,0.02446042386963995
1195,0,0.0617089465310679
1196,1,0.8038208673329512
1197,1,0.7069497837918586
1198,0,0.049940197573871636
1199,1,0.9546577481809148
1200,0,0.24000512532771764
1201,0,0.07695550756346135
1202,0,0.07704069136879792
1203,0,0.30235548341730684
1204,0,0.054711734486346884
1205,1,0.5456410638756193
1206,1,0.9650569202436152
1207,1,0.8741091245295307
1208,0,0.09379163453450075
1209,0,0.12067418464587823
1210,0,0.17177400124440803
1211,0,0.08350577829720525
1212,0,0.1178716927276989
1213,0,0.30235548341730684
1214,0,0.1255926166989104
1215,1,0.5696619986458138
1216,1,0.9471798935739026
1217,0,0.07274670881547332
1218,1,0.8804367556129324
1219,0,0.19576904440047682
1220,0,0.13141942416599997
1221,0,0.08935205357132822
1222,1,0.9655241872562316
1223,1,0.5635666529122806
1224,0,0.09201192010164118
1225,1,0.913083812270991
1226,0,0.09580444807717141
1227,0,0.2617388306593439
1228,0,0.19753843991144607
1229,0,0.0100093133460238
1230,0,0.18108521862931876
1231,0,0.09201192010164118
1232,0,0.12067418464587823
1233,0,0.0802621545169212
1234,0,0.01890203334924293
1235,1,0.9979159927326485
1236,0,0.052484642700603656
1237,1,0.6583677243533829
1238,0,0.1255926166989104
1239,0,0.38279415206713097
1240,0,0.0989210797848744
1241,1,0.6313644429231726
1242,1,0.9734500892768448
1243,0,0.09757703720290517
1244,0,0.1713961049172874
1245,0,0.3653914015508801
1246,1,0.992433992525924
1247,0,0.07885364292612546
1248,1,0.9565791813584154
1249,0,0.10558393979073127
1250,0,0.07887938527988334
1251,1,0.5729909438064711
1252,0,0.022622621370005244
1253,1,0.9768980999439525
1254,1,0.6313644429231726
1255,0,0.11782091708646028
1256,1,0.9950965093015895
1257,0,0.07137818228412601
1258,0,0.027014549634470156
1259,0,0.3234042534348951
1260,1,0.975921709456768
1261,0,0.2180514198686862
1262,0,0.08286929202783383
1263,1,0.9859380024321449
1264,0,0.08136929605546174
1265,0,0.1713160316732861
1266,1,0.9389978718042183
1267,1,0.9859378391464803
1268,0,0.1445568603114568
1269,0,0.11260585778482979
1270,0,0.09212979372824714
1271,1,0.6153724754612133
1272,0,0.07887938527988334
1273,0,0.08836633763034804
1274,0,0.26636274098981794
1275,1,0.5544820778224325
1276,0,0.11260272406056149
1277,1,0.9034119766300113
1278,0,0.09266604948023041
1279,0,0.020042459926726364
1280,0,0.062104716995682284
1281,0,0.08772805730890958
1282,0,0.28104958960910276
1283,1,0.781812712139354
1284,0,0.1830121181089853
1285,0,0.057798759498490025
1286,0,0.018155875888987115
1287,1,0.9467442827482283
1288,0,0.07401289717935465
1289,1,0.9921319154448139
1290,0,0.09266604948023041
1291,0,0.08943119243320377
1292,1,0.9466509412598346
1293,0,0.005709798774487116
1294,1,0.9908051509402268
1295,0,0.14408188643625175
1296,0,0.25303683535768673
1297,0,0.2713071106945304
1298,0,0.0714895026115986
1299,0,0.10385872635541987
1300,1,0.8462506417683651
1301,1,0.9138711154373773
1302,1,0.8038208673329512
1303,1,0.9723076649193414
1304,1,0.5024439728449897
1305,0,0.07397553037083476
1306,1,0.9805414752042438
1307,0,0.018236658470141963
1308,0,0.07397553037083476
1309,0,0.1639932493109967
