PassengerId,Survived_pred,Probability
977,0,0.1558161811565136
978,1,0.8456754046165982
979,1,0.5486173276893718
980,1,0.8439062891170152
981,1,0.8602510501688586
982,0,0.45194460145203513
983,0,0.15129270886154123
984,1,0.9113347289670312
985,0,0.1516537351854042
986,0,0.16899046525846567
987,0,0.15008394504416034
988,1,0.6914044214956723
989,0,0.15234743787235605
990,1,0.5374654032151756
991,0,0.15693409712038045
992,1,0.8872782538088728
993,0,0.14564912063739027
994,0,0.1588173258628711
995,0,0.15019812048632913
996,1,0.8013160101554181
997,0,0.17524047266225098
998,0,0.16037338091765438
999,0,0.1588173258628711
1000,0,0.15253653735729072
1001,0,0.16645041835807228
1002,0,0.13926598887151453
1003,1,0.8439446335043875
1004,1,0.8423814080771709
1005,1,0.8460102072974538
1006,1,0.79312597188783
1007,0,0.2109235653872431
1008,0,0.16012633270998503
1009,1,0.8230953077805984
1010,0,0.16746989875866117
1011,1,0.8440368949741707
1012,1,0.8412429087063168
1013,0,0.15954984269036757
1014,1,0.8889701440002155
1015,0,0.15061228150187686
1016,0,0.1588173258628711
1017,1,0.7252002393152077
1018,0,0.15188574706358268
1019,1,0.762585763891995
1020,0,0.16116349363922905
1021,0,0.15060520002159855
1022,0,0.15576889536827895
1023,0,0.16299895029191536
1024,0,0.2942878950184635
1025,0,0.1511361595303007
1026,0,0.1626322370784504
1027,0,0.1503544146706653
1028,0,0.16259996826741827
1029,0,0.14857353419324573
1030,1,0.525520113221045
1031,0,0.20896097209318804
1032,0,0.21476342707118168
1033,1,0.8686495172699601
1034,0,0.25755647964703854
1035,0,0.1594778631683544
1036,0,0.1616702008569186
1037,0,0.12192428094577928
1038,0,0.1620368944970027
1039,0,0.152208726986672
1040,0,0.1619885980908418
1041,0,0.13767520844591147
1042,1,0.8748439090737009
1043,0,0.16130026151704271
1044,0,0.15997074112912482
1045,0,0.5
1046,0,0.10356772595757599
1047,0,0.14996793313360435
1048,1,0.839269194221309
1049,1,0.5248327796192795
1050,0,0.1616702008569186
1051,1,0.6068890158788449
1052,1,0.8438843476481401
1053,1,0.5993245441797919
1054,1,0.8472585304942835
1055,0,0.1502923218533313
1056,0,0.16069904350059086
1057,0,0.4369170953123769
1058,0,0.17532149472617842
1059,0,0.10010762367155195
1060,1,0.8408006902926278
1061,1,0.532483186413217
1062,0,0.15099968346619794
1063,0,0.16191739336808425
1064,0,0.12709181238462547
1065,0,0.16075511033893303
1066,0,0.15912665147405497
1067,1,0.9111174687348229
1068,1,0.8711436952132439
1069,0,0.26814867811324905
1070,1,0.6522655051158907
1071,1,0.6439884183664111
1072,0,0.14958493365489448
1073,0,0.24432427044412053
1074,1,0.8811855501483998
1075,0,0.1588173258628711
1076,1,0.8671084044979209
1077,0,0.16215517018929035
1078,1,0.9114554830533256
1079,0,0.12062044244809203
1080,0,0.162081190645871
1081,0,0.1600645654477263
1082,0,0.1436750282839129
1083,0,0.16197817764563446
1084,0,0.35828542772625865
1085,0,0.13558208704434818
1086,1,0.7999625098450243
1087,0,0.15666993976407997
1088,1,0.5935128542954009
1089,1,0.5477450322902291
1090,0,0.14991670849655256
1091,1,0.511163101646342
1092,1,0.8531830746689679
1093,1,0.8362103848778619
1094,0,0.4042322672015214
1095,1,0.9331729512234472
1096,0,0.14737081373923155
1097,0,0.16268858309237957
1098,1,0.8198503507517227
1099,0,0.148397306241142
1100,1,0.8398307490169051
1101,0,0.15021229580805298
1102,0,0.17982532205136942
1103,0,0.15035610487528842
1104,0,0.25401179023826903
1105,1,0.7592600647198354
1106,0,0.29212537900944996
1107,0,0.1613770992716273
1108,1,0.8440757538855055
1109,0,0.29225647991664017
1110,1,0.8836874264490534
1111,0,0.1516537351854042
1112,1,0.8483694496511383
1113,0,0.15372244174233282
1114,1,0.8370898883699074
1115,0,0.15339976760672985
1116,1,0.7738671827688618
1117,1,0.6436311477320452
1118,0,0.15086336355010949
1119,1,0.8439062891170152
1120,0,0.17292262648260173
1121,0,0.15616729510238905
1122,0,0.2699673990766199
1123,1,0.8751870358545337
1124,0,0.1279604106296179
1125,0,0.15889217976749712
1126,0,0.24015885599800726
1127,0,0.15553361214647968
1128,0,0.2913397478524866
1129,0,0.1803293774205656
1130,1,0.8852611401786197
1131,1,0.8986082576605967
1132,1,0.7595476819234617
1133,1,0.7861797490364554
1134,0,0.26731502088565545
1135,0,0.1514400177348799
1136,0,0.08703214064326081
1137,0,0.16654380826112788
1138,1,0.8549592867135881
1139,0,0.11532848686914454
1140,1,0.8440368949741707
1141,1,0.6776777713763252
1142,1,0.923983219342851
1143,0,0.15562348997853181
1144,0,0.2198049835838642
1145,0,0.15227715832861435
1146,0,0.15835694303966152
1147,0,0.15099968346619794
1148,0,0.1588173258628711
1149,0,0.1516537351854042
1150,1,0.8389076622449517
1151,0,0.15337348182466629
1152,0,0.13094677266630733
1153,0,0.15347366468081408
1154,1,0.8581177022652193
1155,1,0.819956746840153
1156,0,0.1357542040910036
1157,0,0.1514509068948477
1158,0,0.1620623727139111
1159,0,0.15099968346619794
1160,1,0.5109266789503555
1161,0,0.1666169246638646
1162,0,0.18681183212559982
1163,0,0.1588173258628711
1164,1,0.8623640187948883
1165,1,0.8439695300121003
1166,0,0.16075172113672448
1167,1,0.8399171379097355
1168,0,0.14673076482066105
1169,0,0.1509187348693658
1170,0,0.14025790425443185
1171,0,0.15198354807820497
1172,1,0.5276739094541412
1173,1,0.7520943999213805
1174,1,0.8439062891170152
1175,1,0.8849537383099145
1176,1,0.8136683103495481
1177,0,0.15906478033303698
1178,0,0.15061228150187686
1179,0,0.1849540264929543
1180,0,0.16075511033893303
1181,0,0.1516537351854042
1182,0,0.16216075712962272
1183,1,0.8383484745543134
1184,0,0.16075511033893303
1185,0,0.17097962131201816
1186,0,0.16213220820038954
1187,0,0.15035411289419887
1188,1,0.9301096822906264
1189,0,0.16203204156481105
1190,0,0.15984694764935378
1191,0,0.15225391385308013
1192,0,0.15539941342654692
1193,0,0.13815748315377693
1194,0,0.12364920445850382
1195,0,0.1513999638966306
1196,1,0.8439062891170152
1197,1,0.7843093231043041
1198,0,0.3313205704214965
1199,1,0.759687411590057
1200,0,0.1789931983102608
1201,0,0.4349543849097482
1202,0,0.16256558422233233
1203,0,0.1727573842414437
1204,0,0.1510321370607741
1205,1,0.8081031667652688
1206,1,0.8600884786355006
1207,1,0.8450691250541965
1208,0,0.4057815631356729
1209,0,0.16205120533613743
1210,0,0.15072913614684494
1211,0,0.1516956192571088
1212,0,0.15019812048632913
1213,0,0.1651162640114736
1214,0,0.14857353419324573
1215,0,0.15914203619172287
1216,1,0.8547825623662657
1217,0,0.14992848391401684
1218,1,0.7852240884331096
1219,0,0.1888711635254853
1220,0,0.14309987159159956
1221,0,0.15659288165113178
1222,1,0.7743704697167754
1223,0,0.16192631611014158
1224,0,0.16075172113672448
1225,1,0.765601649299091
1226,0,0.15078329816561137
1227,0,0.16008884297427203
1228,0,0.1514685842777737
1229,0,0.1238757922361603
1230,0,0.16609625896547983
1231,0,0.16075511033893303
1232,0,0.16690468635403607
1233,0,0.15513829090774126
1234,0,0.42385621724214584
1235,1,0.7186152138795432
1236,0,0.08498948382816204
1237,1,0.5597669046929187
1238,0,0.14857353419324573
1239,1,0.5989223524880444
1240,0,0.15061069908002642
1241,1,0.8654474116182959
1242,1,0.869800661075795
1243,0,0.14737081373923155
1244,0,0.24654871362360095
1245,0,0.1489343419712617
1246,1,0.7753257937902625
1247,0,0.1614985634481156
1248,1,0.7887021487151357
1249,0,0.15142913146656903
1250,0,0.1588173258628711
1251,0,0.43568935185569524
1252,0,0.18742731965755854
1253,1,0.8990946285454546
1254,1,0.8654474116182959
1255,0,0.15179450154173424
1256,1,0.8806674655471656
1257,0,0.4184998201274975
1258,0,0.1558190443316736
1259,1,0.6406145789667597
1260,1,0.8673780685783852
1261,0,0.13679063577328715
1262,0,0.16204377203109577
1263,1,0.8426532980949722
1264,0,0.16496756491569792
1265,0,0.16155632732668096
1266,1,0.8965623165701532
1267,1,0.8293122128694006
1268,0,0.3048789814221485
1269,0,0.1554145158237751
1270,0,0.16301256303314401
1271,0,0.13679266874887563
1272,0,0.1588173258628711
1273,0,0.15792208122242885
1274,1,0.5356638321785501
1275,0,0.4762941084101731
1276,0,0.14840099132345885
1277,1,0.84401360798095
1278,0,0.15025342396946817
1279,0,0.1529866464177092
1280,0,0.1603326452355471
1281,0,0.1361146095183333
1282,0,0.1754592335360936
1283,1,0.8930938046782109
1284,1,0.5218807394929688
1285,0,0.15951383665480073
1286,0,0.05933241302537269
1287,1,0.8796603246497544
1288,0,0.15753881895247054
1289,1,0.9043183866893247
1290,0,0.151859436619191
1291,0,0.16126118265488124
1292,1,0.8582420203970769
1293,0,0.14580300272762275
1294,1,0.886420227213553
1295,0,0.2112523199019744
1296,0,0.22848551694564773
1297,0,0.15967061877168884
1298,0,0.1513711516645044
1299,0,0.37643910463100894
1300,1,0.8438679188543634
1301,1,0.7963443398839565
1302,1,0.8439062891170152
1303,1,0.860816757709252
1304,1,0.5098873267392173
1305,0,0.1516537351854042
1306,1,0.8688972771396289
1307,0,0.16096960645888758
1308,0,0.1516537351854042
1309,0,0.12488721670386423
